GID,mean_ndvi
2018_1804,0.7063335860580838
2018_1731,0.8074017977048958
2018_2808,NA
2019_1520,0.5655007591702366
2020_529,0.7121542506039321
2020_338,0.7364973149480957
2020_531,0.7604885576747248
2021_2318,0.5386428069760621
2021_2312,0.2978274698649756
2023_1627,0.6767098822230246
2024_639,0.7260454411654553
1987_30,NA
1987_67,0.6446674894305272
1988_69,0.6283457580421689
1988_51,0.6041381908362876
1988_68,0.645823279104371
1988_60,0.7839922782537523
1988_97,0.6162049158581397
1989_1161,0.6705654343974423
1989_1276,0.710555301657535
1989_1285,0.6181602285754658
1989_905,0.6999737840799273
1990_49,0.5728662623049835
1990_11,0.7142940605321173
1990_19,0.6111121517122055
1990_18,0.7102798752647795
1990_38,0.6868719376139711
1990_38,0.673844792657527
1991_55,0.7069437705159356
1991_68,0.6987790111428805
1991_63,0.6981958827749657
1993_6,0.6186604320041561
1993_10,0.5963909506526653
1993_8,0.632427618186452
1994_43,0.6129616300186271
1995_1102,0.5825467086292294
1995_1146,0.6158322813287411
1996_517,NA
1996_526,0.5292579407193448
1996_529,0.647080531403746
1996_526,0.5243982600333315
1996_540,0.6649901766179461
1996_582,0.6534693263895796
1996_537,NA
1996_562,0.6186869073340974
1996_579,0.6403261637973042
